recordID,analysisSingularTheme,p_stem_syllabified,p_stem_syllabified_corrected,Notes,lexiconGlossEnglish
2067,!mdl,m.dl,,,"grave, grave slab"
2069,mlas,m.las,,,shearer
2071,ggig,g.gig,,,thunder
2072,alas,a.las,,,shearing
2075,sslaj,ss.laj,,,roasting
2076,buttgra,but.tg.ra,,,turtle
2078,uggra,ug.g.ra,,,touch
2080,griwl,g.ri.wl,,,tour
2081,!ndaf,n.daf,,,turn of duty
2082,sutl,su.tl,,,"turn, pass, circumvention"
2087,usu,u.su,,,cough
2091,lʁʷdr,lʁ.dr,,,betrayal
2092,krr,krr,,,"trail, trace, worn thing"
2095,!sttar,st.tar,,,"line, made with writing instrument"
2096,sldi,sl.di,,,line (harness)
2098,ʁʷddar,ʁd.dar,,,traitor
2099,mʁdar,mʁ.dar,,,traitor
2100,assaj,as.saj,,,transport
2101,lχdm,lχ.dm,,,work
2102,ʃʃʁʷl,ʃʃ.ʁl,,,"work, occupation"
2105,mʃʁal,mʃ.ʁal,,,"hard working, worker"
2106,χddam,χd.dam,,,"worker, worker"
2107,zzgr,zz.gr,,,"crossing, crossing over"
2109,argagaj,ar.ga.gaj,,,tremor
2110,argiga,ar.gi.ga,,,tremor
2112,wargiga,war.gi.ga,,,shaking
2113,zlag,z.lag,,,braiding
2114,!kjjud,kj.jud,,,plait
2116,staj,s.taj,,,"sorting, filtering"
2118,mʁʃuʃ,mʁ.ʃuʃ,,,cheater
2122,sagʷl,sa.gl,,,tripe
2125,kʷnnad,kn.nad,,,misleading
2126,ʃnbi,ʃn.bi,,,hole
2127,nqbi,nq.bi,,,hole
2128,niʁi,ni.ʁi,,,person killed in action
2130,qttal,qt.tal,,,killer
2131,fttak,ft.tak,,,"killer, slaughterer"
2132,!ddsar,dd.sar,,,turbulence
2133,basli,bas.li,,,"turbulence, lack of discipline"
2134,ʒʕbub,ʒʕ.bub,,,pipe
2135,qadus,qa.dus,,,pipe
2136,!ibzdan,i.bz.dan,,,urine
2139,fʃku,fʃ.ku,,,utensil
2140,srwi,sr.wi,,,utensil to mix
2141,ruku,ru.ku,,,utensil
2142,mazʁa,maz.ʁa,,,amazighness
2145,lulli,lul.li,,,vagrancy
2146,lullu,lul.lu,,,vagrancy
2147,bʃʃi,bʃ.ʃi,,,vagina
2148,ʃttir,ʃt.tir,,,vagina
2151,sggʷi,sg.gi,,,"van, trash basket"
2152,!zwaj,z.waj,,,winnowing
2153,ginan,gi.nan,,,valve
2156,!mzwaj,mz.waj,,,winnower
2157,rigg,rig.g,,,steam
2158,lʁʷrraf,l.ʁr.raf,,,drinking vessel
2159,ʁʷrraf,ʁr.raf,,,drinking vessel
2160,llullu,l.lul.lu,,,wallowing
2161,ʕlluʃ,ʕl.luʃ,,,veal
2164,wiz,wiz,,,eve
2165,wizi,wi.zi,,,support vigil
2169,!ħbbud,ħb.bud,,,belly
2170,ħlig,ħ.lig,,,belly
2171,buχχu,buχ.χu,,,worm
2172,zgzu,zg.zu,,,"freshness, greenery"
2173,mʁil,m.ʁil,,,penis
2174,!sllab,sl.lab,,,"rod, whip"
2175,urti,ur.ti,,,orchard
2176,madl,ma.dl,,,slope
2178,zgzaw,zg.zaw,,,green
2180,kuʃʃi,kuʃ.ʃi,,,"vesse, flatulence"
2183,adgal,ad.gal,,,widower
2186,ʁrsi,ʁr.si,,,"victim, sacrifice in a festival"
2187,tudrt,tu.drt,,,"life, survival"
2188,fqqir,fq.qir,,,old person
2189,ʃiban,ʃi.ban,,,old person
2191,nbur,n.bur,,,"old bachelor, spinster"
2192,bninka,b.nin.ka,,,viper
2193,udm,u.dm,,,face
2195,nrzif,nr.zif,,,visitor
2196,ddr,d.dr,,,"living person (first name, used after preceding baby lost)"
2197,ʁnbur,ʁn.bur,,,veil
2200,!addʒar,ad.d.ʒar,,,neighbor
2201,!ukkrda,uk.kr.da,,,flight
2202,mχχar,mχ.χar,,,flight
2203,ajlal,aj.lal,,,"volatile, bird"
2208,mχχar,mχ.χar,,,thief
2209,mikr,mi.kr,,,thief
2210,makar,ma.kar,,,thief
2211,!ʃffar,ʃf.far,,,"thief, swindler"
2214,muddu,mud.du,,,travel
2216,nmaddu,n.mad.du,,,traveler
2217,!zri,z.ri,,,view
2218,ʁʷri,ʁ.ri,,,dinghy
2222,mkil,m.kil,,,plate
2223,!fdna,fd.na,,,water boiler
2225,ʃiʃ,ʃiʃ,,,esparto cup
2226,ħkuk,ħ.kuk,,,pancake
2228,agʷlla,a.gl.la,,,cereal porridge
2229,ummi,um.mi,,,flour dough
2230,lχʃa,lχ.ʃa,,,broad bean porridge
2234,argan,ar.gan,,,"argan (tree, oil)"
2235,ur,ur,,,lung
2236,iʁil,i.ʁil,,,arm
2237,!nutfi,nut.fi,,,water cistern
2238,zinna,zin.na,,,sling
2250,!drf,drf,,,furrow
2251,!dwwar,dw.war,,,hamlet
2252,!grd,grd,,,a higher
2253,!zlmad,zl.mad,,,left
2255,!bifandi,bi.fan.di,,,forbidden thing
2256,!brra,br.ra,,,countryside
2257,!dariba,da.ri.ba,,,tax
2258,!ddamn,d.da.mn,,,"warranter, like a co-signer on a loan"
2259,!ddhr,dd.hr,,,back
2260,!addif,ad.dif,,,guest
2261,!ddur,d.dur,,,round
2262,!ddraf,dd.raf,,,kindness
2263,!garru,gar.ru,,,cigarettes
2264,!ħurma,ħur.ma,,,mercy
2265,!ndalab,n.da.lab,,,beggars
2266,!laraf,la.raf,,,"police patrol, raid or roundup"
2267,!lasl,la.sl,,,origin
2269,!laz,laz,,,hunger
2271,!lbadl,l.ba.dl,,,calumny
2272,!lbaraka,l.ba.ra.ka,,,benediction
2273,!lbisara,l.bi.sa.ra,,,bean soup
2274,!lblas,lb.las,,,place
2275,!lbsir,lb.sir,,,blind person
2276,!lbzdam,l.bz.dam,,,purse
2277,!lfdl,lf.dl,,,profit
2278,!lfʒr,lf.ʒr,,,dawn
2279,!lgaraʒ,l.ga.raʒ,,,garage
2280,!lhdrt,lh.drt,,,joke
2281,!lħħram,lħ.ħ.ram,,,sinful thing
2282,!lħrb,l.ħrb,,,battle
2283,!lizar,li.zar,,,sheet
2284,!lkaskrut,l.ka.sk.rut,,,snack
2286,!lkiʁd,l.ki.ʁd,,,marriage certificate
2287,!lkrrusa,l.kr.ru.sa,,,cart
2288,!lksida,lk.si.da,,,accident
2289,!llah,l.lah,,,God
2290,!llaʒr,l.la.ʒr,,,reward
2291,!lmarka,l.mar.ka,,,brand
2292,!lmjadi,lm.ja.di,,,ablutions room
2293,!lmntiħ,l.mn.tiħ,,,dunce
2294,!lmraʃʃa,lm.raʃ.ʃa,,,perfume spray
2295,!lmrʒl,l.mr.ʒl,,,bucket
2296,!lmsχut,l.ms.χut,,,who obtains wrath of parents
2297,!lmusiba,l.mu.si.ba,,,disaster
2298,!lmzʁub,l.mz.ʁub,,,unthankful
2299,!lmʕruf,l.mʕ.ruf,,,sacrifical slaughter
2300,!lqadi,l.qa.di,,,judge
2301,!lqadija,l.qa.di.ja,,,affair
2302,!lqsar,lq.sar,,,a party
2303,!lʁar,l.ʁar,,,cave
2304,!lʁarad,l.ʁa.rad,,,"business, purpose"
2305,!lutar,lu.tar,,,lute
2307,!lʕarada,l.ʕa.ra.da,,,honor
2308,!lʕbr,lʕ.br,,,measure of seeds
2309,!lʕmmr,l.ʕm.mr,,,lifetime
2310,!lʕrbun,l.ʕr.bun,,,retainer
2311,!lʕrg,l.ʕrg,,,sweat
2312,!lχatr,l.χa.tr,,,mind
2315,!lkbbut,l.kb.but,,,coat
2316,!nnaʃat,n.na.ʃat,,,activity
2317,!nndm,nn.dm,,,"poetry, chant"
2318,!nnur,n.nur,,,light
2319,!nss,ns.s,,,half
2320,!ʁass,ʁas.s,,,today
2321,!rbbi,rb.bi,,,"God, more general term than Allah"
2322,!rraħ,r.raħ,,,rest
2323,!rrami,r.ra.mi,,,male person
2324,!rrawda,r.raw.da,,,cemetery
2325,!rrbiʕ,rr.biʕ,,,green plants
2326,!rrda,rr.da,,,blessing
2329,!rrubuʕ,r.ru.buʕ,,,quarter
2330,!rrsas,rr.sas,,,"lead, munitions"
2331,!rruħ,r.ruħ,,,soul
2332,!rrzq,rr.zq,,,livelihood
2333,!ssaħb,s.sa.ħb,,,owner
2334,!sbaħ,s.baħ,,,morning
2335,!suldi,sul.di,,,nothing
2336,!ssabi,s.sa.bi,,,"boy, girl"
2337,!ssadaqa,s.sa.da.qa,,,charity
2338,!ʃʃafur,ʃ.ʃa.fur,,,driver
2340,!ssgit,ss.git,,,meat carcass
2341,!sshd,ss.hd,,,heat
2342,!ʃʃitan,ʃ.ʃi.tan,,,Satan
2344,!ssltan,s.sl.tan,,,Sultan
2345,!ssnduq,s.sn.duq,,,a wooden box
2346,!ssniʕ,ss.niʕ,,,practice
2347,!ʃʃraʕ,ʃʃ.raʕ,,,"Law, justice"
2348,!ʃʃrd,ʃ.ʃrd,,,condition (an if statement)
2349,!ssrf,s.srf,,,exchange
2350,!ssuq,s.suq,,,market
2352,!mubil,mu.bil,,,a car
2353,!rrbiʕ,rr.biʕ,,,box
2357,!tsrfiqa,t.sr.fi.qa,,,a slap
2358,!ttalb,t.ta.lb,,,master
2359,!ttaʒin,t.ta.ʒin,,,tajine
2360,!tbla,tb.la,,,tray
2361,!tijara,ti.ja.ra,,,airplanes
2362,!ttir,t.tir,,,a bird
2363,!ttms,t.tms,,,"dunce, stupidity"
2364,!ttmʕ,t.tmʕ,,,greed
2366,!ttul,t.tul,,,length
2367,!tʕam,t.ʕam,,,food
2369,!zzhr,zz.hr,,,luck
2370,!zzizwar,z.ziz.war,,,shaver
2371,!zʕdud,zʕ.dud,,,monkey
2373,!qqndar,q.qn.dar,,,quintal
2374,!tbsil,tb.sil,,,dish
2375,!zalim,za.lim,,,onion
2377,brrani,br.ra.ni,,,foreigner
2378,brʒwazi,brʒ.wa.zi,,,Bourgeois
2379,adis,a.dis,,,stomach
2381,fasi,fa.si,,,from Fes
2381,fasi,fa.si,,,straight
2383,gʷns,gns,,,inside
2384,gʷri,g.ri,,,"perile, doom"
2385,ħttab,ħt.tab,,,woodcutter
2386,ħwaʃ,ħ.waʃ,,,festive round
2387,gʷma,g.ma,,,"brother, sister"
2388,mrrakʃi,mr.rak.ʃi,,,Marrakchi
2390,mttʃu,mt.t.ʃu,,,food
2391,amud,a.mud,,,seed
2392,nʃajwi,n.ʃaj.wi,,,canabis smoker
2394,ʁanim,ʁa.nim,,,reed
2395,ʃfnaʒ,ʃf.naʒ,,,"beignet maker, seller"
2396,ʃfnaʒi,ʃf.na.ʒi,,,Manufacturer of beignet
2397,sga,s.ga,,,cheek
2398,sʕdi,sʕ.di,,,lucky person
2399,wttu,wt.tu,,,plot
2400,χmmas,χm.mas,,,sharecropper
2401,χrraz,χr.raz,,,shoemaker
2403,baba,ba.ba,,,father
2404,bba,b.ba,,,father
2405,lbgri,l.bg.ri,,,cattle
2406,bnadm,b.na.dm,,,human being
2407,bulhmum,bu.lh.mum,,,"careworn person, worrier"
2408,ddarak,d.da.rak,,,gendarmerie
2409,ddhb,d.dhb,,,gold
2410,ddibbu,d.dib.bu,,,depot
2411,ddikr,d.di.kr,,,qoran reading
2412,ddl,d.dl,,,submission
2413,ddnb,d.dnb,,,a sin
2414,ddri,dd.ri,,,"child, children"
2416,ddrʕ,d.drʕ,,,coercion
2417,dduni,d.du.ni,,,life
2418,dduzan,d.du.zan,,,tools
2419,ddwa,dd.wa,,,medication
2420,frank,f.ra.nk,,,Franc
2422,ħnna,ħn.na,,,"cherished person, like family member"
2424,!dgam,d.gam,,,yesterday
2425,drbal,dr.bal,,, used clothings
2426,flani,f.la.ni,,,unknown
2427,gdmi,gd.mi,,,guests
2428,iwi,i.wi,,,"daughter, son"
2431,immi,im.mi,,,mother
2432,inna,in.na,,,mother
2434,ʃkkam,ʃk.kam,,,informer
2437,kilu,ki.lu,,,kilogram
2438,lmakan,l.ma.kan,,,place
2439,ladab,la.dab,,,politeness
2440,lħkam,lħ.kam,,,judgements
2441,laman,la.man,,,security
2442,lamin,la.min,,,representative of craftsmen
2443,lantrit,la.nt.rit,,,retirement
2444,lamr,la.mr,,,order
2445,lwali,l.wa.li,,,saints
2446,lbab,l.bab,,,door
2447,lbaki,l.ba.ki,,,packet
2448,lbakur,l.ba.kur,,,early figs
2449,lbaʃa,l.ba.ʃa,,,"Pacha, government employee, regional"
2450,lbbun,lb.bun,,,butts
2451,lbhim,lb.him,,,beast
2452,lbħr,lb.ħr,,,sea
2453,lbiru,l.bi.ru,,,headquarters of the authorities
2454,lbit,l.bit,,,room
2455,lbiʕ,l.biʕ,,,sale
2456,lbulis,l.bu.lis,,,police
2457,lbunja,l.bun.ja,,,fist
2458,buʒadi,bu.ʒa.di,,,"provincial person, naive"
2459,lfal,l.fal,,,omen
2460,lfatħa,l.fat.ħa,,,Fatiha (sourat)
2461,lflus,lf.lus,,,money
2462,lfqqih,l.fq.qih,,,master
2463,lfrħ,l.frħ,,,festivity
2464,lgajla,l.gaj.la,,,part of the day before noon
2465,lgnbri,l.gnb.ri,,,sort of traditional lute
2466,lgrgaʕ,l.gr.gaʕ,,,nut
2467,lgrʃ,l.grʃ,,,old silver coin; currency/jewel
2469,lħal,l.ħal,,,"time, state"
2471,lħanan,l.ħa.nan,,,tenderness
2472,lħaqiqa,l.ħa.qi.qa,,,truth
2473,lħaqq,l.ħaq.q,,,law
2475,lhbal,lh.bal,,,madness
2476,lħbs,lħ.bs,,,jail
2478,lħil,l.ħil,,,"cunningness, cleverness"
2479,lhiʃ,l.hiʃ,,,beast
2480,lħiʒ,l.ħiʒ,,,pilgrimage
2481,lħja,lħ.ja,,,modesty
2482,lħkma,l.ħk.ma,,,wisdom
2483,lħlqa,l.ħl.qa,,,round theater
2484,lħlluf,l.ħl.luf,,,bear
2485,lħml,lħ.ml,,,weight
2486,lħmmam,l.ħm.mam,,,bath
2487,lhna,lh.na,,,peace
2488,lħnan,lħ.nan,,,tenderness
2489,lhrawa,lh.ra.wa,,,bludgeon
2490,lħrf,l.ħrf,,,letter
2491,lhri,lh.ri,,,shop
2492,lħrkt,l.ħr.kt,,,movement
2493,lħaʒ,l.ħaʒ,,,clothes
2494,liqqam,liq.qam,,,mint
2495,liʒar,li.ʒar,,,salary
2496,liχrt,li.χrt,,,Judgment Day
2497,lkarim,l.ka.rim,,,generous person
2498,lkas,l.kas,,,cup
2499,!lkrrusa,l.kr.ru.sa,,,carts
2499,!llkrrusa,ll.kr.ru.sa,,,carts
2500,lkʃif,lk.ʃif,,,difficulty
2501,lksut,lk.sut,,,cloth
2502,lkttan,l.kt.tan,,,tissue
2503,lkʷrsi,l.kr.si,,,chair
2504,lbur,l.bur,,,fallow land
2505,llitʃin,l.lit.ʃin,,,orange
2506,lkumisir,l.ku.mi.sir,,,police commissioner
2507,lmʒrr,l.mʒ.rr,,,drawer
2508,lqhwa,l.qh.wa,,,coffee
2509,lltam,ll.tam,,,veil
2510,lχzin,lχ.zin,,,storage
2511,lmaħal,l.ma.ħal,,,location
2512,lmal,l.mal,,,money
2515,lmaqam,l.ma.qam,,,"place, position"
2516,lmasala,l.ma.sa.la,,,problem
2517,lmaʕun,l.ma.ʕun,,,utensil
2518,lmdin,lm.din,,,city
2519,lmħkma,lm.ħk.ma,,,court
2522,lmliħ,lm.liħ,,,good quality
2523,lmllaħ,l.ml.laħ,,,l-mllaħ
2524,mljun,ml.jun,,,millions
2525,lmqddm,lm.qd.dm,,,chief
2527,lmskin,l.ms.kin,,,poor person
2528,lmʃmaʃ,l.mʃ.maʃ,,,apricot
2529,lmudakara,l.mu.da.ka.ra,,,conversation
2530,lmuddn,l.mud.dn,,,muezzin
2531,lmudʕ,l.mu.dʕ,,,place
2532,lmufallis,l.mu.fal.lis,,,loser
2533,lmuħsin,l.muħ.sin,,,beneficents
2534,lmuqqf,l.muq.qf,,,main square
2535,lmusamiħa,l.mu.sa.mi.ħa,,,forgiveness
2536,lmuss,l.muss,,,knife
2537,lmʒrtl,lm.ʒr.tl,,,vagabond
2538,lmʕlm,lm.ʕlm,,,professional person
2539,lmʕqqul,lm.ʕq.qul,,,seriousness
2541,lmχzn,l.mχ.zn,,,Authority
2542,lqanun,l.qa.nun,,,law
2543,qhwi,qh.wi,,,coffee
2544,ʃibi,ʃi.bi,,,blue sky
2545,smawi,s.ma.wi,,,blue sky
2546,lqijama,l.qi.ja.ma,,,"day of retribution, Judgment Day"
2547,lqndil,l.qn.dil,,,torch
2548,lqajd,l.qa.jd,,,mayor
2549,qhwaʒi,qh.wa.ʒi,,,cafe owner
2550,lqmr,lq.mr,,,gambling
2551,lqsb,l.qsb,,,casbah
2552,lqsr,lq.sr,,,palace
2553,lʁaba,l.ʁa.ba,,,a forest
2554,lʁadab,l.ʁa.dab,,,anger
2555,lʁasul,l.ʁa.sul,,,lavender
2556,lʁʷdr,lʁ.dr,,,treason
2557,ttaman,t.ta.man,,,price
2558,luqid,lu.qid,,,matches
2559,luq,luq,,,time
2560,lutiq,lu.tiq,,,document
2561,luzin,lu.zin,,,factories
2562,luzir,lu.zir,,,minister
2563,lwalid,l.wa.lid,,,parents
2564,lʒam,l.ʒam,,,bridle (for a horse)
2565,lʒdid,lʒ.did,,,new thing
2566,lʒiht,l.ʒi.ht,,,region
2567,lʒmaʕ,lʒ.maʕ,,,community
2568,lʒn,l.ʒn,,,paradise
2570,lʕadad,l.ʕa.dad,,,number
2571,lʕahd,l.ʕa.hd,,,promise
2572,lʕaql,l.ʕa.ql,,,brain
2573,lʕar,l.ʕar,,,protection
2574,lʕaʒab,l.ʕa.ʒab,,,oddities
2575,lʕadl,l.ʕa.dl,,,notary
2576,lʕfrit,l.ʕf.rit,,,devil
2577,lʕib,l.ʕib,,,default
2578,lʕibada,l.ʕi.ba.da,,,worship
2579,lʕid,l.ʕid,,,holiday
2580,lʕlf,l.ʕlf,,,"feed, ration"
2581,lʕunwan,l.ʕun.wan,,,adress
2582,lʕwin,lʕ.win,,,food
2583,lχatm,l.χa.tm,,,ring
2584,lχatr,l.χa.tr,,,mind
2585,lχir,l.χir,,,heavenly manna
2586,lχla,lχ.la,,,outside
2587,lχlq,l.χlq,,,creature
2588,lχnʃt,l.χn.ʃt,,,sack
2589,lχuf,l.χuf,,,fear
2590,lχumus,l.χu.mus,,,a fifth
2591,lχuχ,l.χuχ,,,peach fruit
2592,lχʷlas,lχ.las,,,payroll
2594,lmudda,l.mud.da,,,duration
2595,nnbi,nn.bi,,,prophet
2597,nnikaħ,n.ni.kaħ,,,marriage
2598,nniʃan,n.ni.ʃan,,,straight ahead
2601,nnqt,nn.qt,,,notes
2602,nnʕmt,nn.ʕmt,,,graces
2604,rrjad,rr.jad,,,big house
2605,rrwina,rr.wi.na,,,disorder
2606,rrχa,rr.χa,,,inexpensive
2607,ssbaʁ,ss.baʁ,,,painting
2608,sidi,si.di,,,"lord, saint"
2609,sksu,sk.su,,,couscous
2610,ssijid,s.si.jid,,,"saints, marabout"
2611,ʃʃafaqa,ʃ.ʃa.fa.qa,,,pity
2612,ssbib,ss.bib,,,nylon thread
2614,ʃʃfnʒ,ʃʃ.fnʒ,,,beignet
2615,ʃʃhr,ʃʃ.hr,,,month
2616,ssibab,s.si.bab,,,reason
2617,ssif,s.sif,,,sword
2619,sslam,ss.lam,,,hello
2620,ssliʕ,ss.liʕ,,,goods
2621,ssllum,s.sl.lum,,,scale
2623,ssmm,ss.mm,,,poison
2624,ʃʃqf,ʃʃ.qf,,,pipe
2625,ʃʃqa,ʃʃ.qa,,,"pain, labor"
2626,ʃʃra,ʃʃ.ra,,,purchase
2627,ʃʃrab,ʃʃ.rab,,,wine
2628,ssrbis,s.sr.bis,,,waiting line
2629,ʃʃri,ʃʃ.ri,,,cord
2630,ssrwal,s.sr.wal,,,slacks
2631,!ʃʃanti,ʃ.ʃan.ti,,,roads
2632,!ʃʃurta,ʃ.ʃur.ta,,,police
2633,brat,b.rat,,,letter
2634,buʒʒi,buʒ.ʒi,,,crowd
2635,dggʷa,dg.ga,,,evening
2636,agʷma,ag.ma,,,brotherhood
2637,aka,a.ka,,,household
2638,kuʒʒar,kuʒ.ʒar,,,without arm
2639,lluz,l.luz,,,almond
2640,llwiz,ll.wiz,,,gold pieces
2641,qbil,q.bil,,,tribe
2642,qqsri,q.qs.ri,,,large deep dish
2643,arig,a.rig,,,saddle
2645,ʃddad,ʃd.dad,,,headband
2646,asra,as.ra,,,henna
2647,ʃʃmʕ,ʃ.ʃmʕ,,,candle
2648,!ssnnar,s.sn.nar,,,hook
2649,ttffaħ,t.tf.faħ,,,apple
2650,wala,wa.la,,,round
2652,awʒa,aw.ʒa,,,crowd
2653,baʁa,ba.ʁa,,,tobacco
2655,gʷlla,gl.la,,,mush
2656,iddi,id.di,,,sweat
2657,ajjuga,aj.ju.ga,,,"pair, couple"
2658,mzgida,mz.gi.da,,,mosque
2659,zbibi,z.bi.bi,,,fruit
2660,jawil,ja.wil,,,"prudence, slowness"
2661,ttrtib,t.tr.tib,,,taxes
2662,tsmi,ts.mi,,,name
2663,tʃnniqa,t.ʃn.ni.qa,,,grabbing by the throat
2664,ttajsir,t.taj.sir,,,facility
2665,taksi,tak.si,,,taxi
2666,ttaqqalluq,t.taq.qal.luq,,,anger
2667,ttariχ,t.ta.riχ,,,date
2668,ttasiʕ,t.ta.siʕ,,,space
2669,ttaʒr,t.ta.ʒr,,,trader
2670,ttiqqa,t.tiq.qa,,,confidence
2671,wmma,wm.ma,,,heifer
2672,!uzzum,uz.zum,,,center
2674,zznniq,z.zn.niq,,,street
2675,bariq,ba.riq,,,slap
2676,ataj,a.taj,,,tea
2677,ʕisawi,ʕi.sa.wi,,,"religious brotherhood, which called Aïssaoua "
2678,zzif,z.zif,,,a scarf
2679,zzin,z.zin,,,beauty
2680,zzit,z.zit,,,olive oil
2681,zzitun,z.zi.tun,,,olive tree
2682,zzman,zz.man,,,time
2683,zzrda,z.zr.da,,,Feast
2684,zzrriʕ,z.zr.riʕ,,,grain
2685,ʒbbani,ʒb.ba.ni,,,a bowl
2686,ʒʒuʕ,ʒ.ʒuʕ,,,hunger
2687,lʕam,l.ʕam,,,two years
2688,ʕmmi,ʕm.mi,,,uncle or aunt paternal
2689,χali,χa.li,,,"uncle and aunt, mother's side"
2690,!skarraj,s.kar.raj,,,buzzer fish
2692,bijsni,bi.js.ni,,,sea ​​bream
2693,buʃawk,bu.ʃa.wk,,,seabass
2695,sargal,sar.gal,,,bluefish
2696,zggʷaʁ,zg.gaʁ,,,rooster fish
2697,sliχ,s.liχ,,,sole
2698,mrmd,mr.md,,,squid
2701,knjaw,kn.jaw,,,variety of seabream
2702,akba,ak.ba,,,fich marble